i,gender,ht
1707,1,157.3
1708,2,147.6
1709,2,161.5
1710,2,142.6
1711,2,155.9
1712,2,151.5
1713,2,160.1
1714,1,164.1
1715,2,155.7
1716,1,173.6
1717,2,154.7
1718,1,167.7
1719,2,147.9
1720,2,159.1
1721,2,156.7
1722,2,155.6
1723,1,153.5
1724,2,150.1
1725,1,167.7
1726,2,159.9
1727,1,165.6
1728,2,152.7
1729,1,159.1
1730,2,156.5
1731,1,170.8
1732,2,154.2
1733,1,161
1734,2,154.9
1735,1,164.5
1736,2,159.3
1737,1,167.9
1738,1,164.8
1739,2,154.5
1740,1,165.8
1741,2,150.5
1742,1,169.6
1743,2,162.2
1744,2,164.4
1745,2,153.8
1746,1,161.1
1747,2,153.4
1748,2,161.8
1749,1,166.4
1750,2,151.5
1751,1,173.3
1752,2,159.6
1753,2,148.6
1754,1,165
1755,2,157.3
1756,2,161.6
1757,2,158.7
1758,1,162.9
1759,2,147.8
1760,2,148.2
1761,1,169.1
1762,2,152.1
1763,1,165.5
1764,1,163.7
1765,2,155
1766,2,156.7
1767,1,176
1768,2,154.2
1769,1,172.4
1770,2,157.6
1771,1,169.3
1772,2,157.5
1773,2,154.8
1774,2,162
1775,1,158.6
1776,2,152.8
1777,1,180.1
1778,1,169.4
1779,2,151.1
1780,1,169.8
1781,1,166.8
1782,2,158.3
1783,1,166.8
1784,2,150.8
1785,1,164.5
1786,2,148.1
1787,2,154.4
1788,2,149.6
1789,1,168.3
1790,2,163.3
1791,2,153.1
1792,1,167.2
1793,2,161.3
1794,1,177.7
1795,2,156.1
1796,1,179.2
1797,2,167.5
1798,1,167.2
1799,2,154.6
1800,2,163.2
1801,2,158.2
1802,2,154.5
1803,1,165.8
1804,1,164.8
1805,2,154.7
1806,1,167.4
1807,2,148.1
1808,1,171.7
1809,1,173.6
1810,2,160.9
1811,2,144.5
1812,1,169.1
1813,2,147.8
1814,1,167.3
1815,2,158.2
1816,2,157.5
1817,2,149.2
1818,1,160.5
1819,2,157.1
1820,1,168.1
1821,2,154.3
1822,1,165.5
1823,2,155.8
1824,2,156.5
1825,1,176.7
1826,2,157.5
1827,1,164.1
1828,2,154.5
1829,1,173.5
1830,1,166
1831,1,168.2
1832,2,149.2
1833,1,175.2
1834,2,161.2
1835,2,158.4
1836,2,149.5
1837,1,166.4
1838,1,180.1
1839,2,156.8
1840,2,152.5
1841,1,178.5
1842,1,155.6
1843,2,147.2
1844,2,136.5
1845,1,173
1846,2,154.2
1847,1,171.2
1848,2,166
1849,2,167.4
1850,1,165.5
1851,2,159.2
1852,1,160.6
1853,2,154.1
1854,2,152
1855,1,160.4
1856,2,161.6
1857,1,166.1
1858,2,165
1859,2,165.4
1860,1,177.3
1861,2,169.5
1862,2,155.5
1863,1,177.9
1864,2,161.7
1865,1,163.1
1866,2,162.9
1867,1,173.2
1868,2,167.1
1869,1,168.9
1870,2,158.6
1871,1,169.3
1872,1,180.7
1873,2,161.2
1874,2,156
1875,1,168.4
1876,2,155.7
1877,2,160.5
1878,2,165.3
1879,1,176.7
1880,1,171.1
1881,2,160.5
1882,1,168.9
1883,2,162.3
1884,1,168.3
1885,2,151.2
1886,1,167.2
1887,1,173.2
1888,2,157.6
1889,1,167.5
1890,2,153.1
1891,2,160.2
1892,2,162.8
1893,1,162.4
1894,2,153.6
1895,1,170.4
1896,2,161
1897,2,152.5
1898,2,146.1
1899,2,156
1900,2,148.7
1901,1,154.7
1902,1,172.3
1903,2,161
1904,2,153.8
1905,1,172.1
1906,2,154.4
1907,2,162.4
1908,2,167.3
1909,2,156.9
1910,2,160.6
1911,2,153.4
1912,1,162.3
1913,2,153
1914,2,163
1915,2,160
1916,1,168.1
1917,2,156.4
1918,2,158.1
1919,1,177.4
1920,2,145.9
1921,1,168.3
1922,2,150.6
1923,2,160.1
1924,2,159.8
1925,1,169.2
1926,2,154
1927,1,158.7
1928,2,154.8
1929,1,169.2
1930,2,163.3
1931,1,180.2
1932,2,159.2
1933,1,166.6
1934,2,153.7
1935,1,175.8
1936,2,162.7
1937,2,151.1
1938,1,172.9
1939,2,160.7
1940,2,151.2
1941,1,172.8
1942,2,151.8
1943,1,178.1
1944,2,154.3
1945,1,161.6
1946,2,163.2
1947,2,153.4
1948,1,162.3
1949,2,159.2
1950,2,151.2
1951,2,166.3
1952,1,161.1
1953,2,157.7
1954,1,168.2
1955,2,146.5
1956,2,150.8
1957,1,161.7
1958,2,156
1959,1,172.2
1960,2,148.5
1961,1,177
1962,2,157.8
1963,1,170.9
1964,1,172.1
1965,2,146.2
1966,1,164.1
1967,2,149.2
1968,1,162.4
1969,2,155.5
1970,1,165.7
1971,2,153
1972,1,162.3
1973,2,149.7
1974,1,169.8
1975,2,157
1976,1,173.3
1977,2,154.9
1978,1,160.2
1979,2,147.9
1980,1,156.4
1981,2,154.4
1982,1,170
1983,2,153.9
1984,1,168.6
1985,2,159.2
1986,1,167.9
1987,2,154.5
1988,1,174.3
1989,1,170.2
1990,2,156.5
1991,1,188
1992,2,163.9
1993,2,157
1994,1,156.5
1995,2,157.2
1996,2,159.4
1997,1,172.4
1998,2,152.7
1999,1,171.8
2000,2,154.1
2001,2,145.4
2002,1,158.5
2003,1,164.6
2004,1,167.1
2005,2,152.1
2006,2,145.1
2007,2,133.7
2008,2,153.9
2009,1,176.6
2010,1,161.5
2011,2,152.1
2012,1,164.5
2013,2,148.5
2014,2,152.2
2015,2,147.8
2016,2,153
2017,1,165.7
2018,2,150
2019,1,172.1
2020,2,162.8
2021,1,178.8
2022,1,167.5
2023,2,155
2024,1,158
2025,2,163.6
2026,2,146.6
2027,1,175
2028,2,154
2029,1,171.8
2030,1,156.1
2031,2,151.3
2032,1,168.4
2033,2,155.8
2034,2,153.7
2035,1,166.7
2036,2,146.5
2037,1,162
2038,2,163.2
2039,1,160.4
2040,2,152.3
2041,1,162.5
2042,2,153.3
2043,1,168.2
2044,2,149.9
2045,1,171.4
2046,2,150.8
2047,1,166
2048,2,150.4
2049,1,158.4
2050,2,161.9
2051,1,170.5
2052,2,156.2
2053,2,170
2054,2,152.2
2055,1,170.2
2056,2,161.5
2057,1,170
2058,2,159.8
2059,1,169.5
2060,2,158.9
2061,1,176.9
2062,1,163
2063,2,158.6
2064,2,152.2
2065,2,163.3
2066,1,170.1
2067,2,153.2
2068,2,158.6
2069,1,167.7
2070,2,159.8
2071,1,165.9
2072,2,152.9
2073,1,167
2074,2,154.2
2075,1,180.2
2076,2,162.5
2077,1,163.2
2078,2,161.2
2079,1,180.2
2080,2,165
2081,2,155.2
2082,1,159.6
2083,2,160.9
2084,1,172
2085,2,151.7
2086,1,170.5
2087,2,159.9
2088,1,174.2
2089,2,162.8
2090,1,166.9
2091,2,158.9
2092,1,159.7
2093,2,152.8
2094,1,170.3
2095,2,165.3
2096,1,177.1
2097,1,166.1
2098,2,155.2
2099,2,150.1
2100,1,168.2
2101,2,162.3
2102,1,172.8
2103,2,158.3
2104,1,176.5
2105,2,154.5
2106,1,166.2
2107,2,158.2
2108,1,153.7
2109,2,158.4
2110,1,175
2111,2,158
2112,1,164.9
2113,2,159.2
2114,1,150.3
2115,2,160.3
2116,1,161.9
2117,2,163.2
2118,1,171.9
2119,2,156.4
2120,1,172.6
2121,2,161.9
2122,2,157.2
2123,1,168.6
2124,2,159.1
2125,1,174.6
2126,1,167.9
2127,2,151.2
2128,1,156.8
2129,2,150.3
2130,2,151.2
2131,2,165.3
2132,1,171.4
2133,2,162.6
2134,2,170.4
2135,2,162.5
2136,2,155.4
2137,1,170.5
2138,2,165
2139,2,159.5
2140,1,172.5
2141,2,159
2142,1,179.8
2143,1,164.7
2144,2,162.6
2145,1,173.1
2146,2,160.1
2147,1,160
2148,2,149.2
2149,2,156.2
2150,1,172.9
2151,2,157.3
2152,1,162.1
2153,2,149.8
2154,2,150.2
2155,1,156.2
2156,2,151.9
2157,1,172.8
2158,2,155
2159,1,168.9
2160,2,161.8
2161,1,172
2162,2,150
2163,1,169.4
2164,2,155.1
2165,1,180
2166,2,152.2
2167,2,163.5
2168,1,174.2
2169,2,149.8
2170,1,171
2171,2,149.8
2172,1,171.1
2173,2,147.4
2174,1,173.7
2175,2,150.1
2176,1,173.3
2177,2,160.1
2178,1,180.4
2179,1,164.4
2180,2,157.2
2181,2,143.2
2182,1,164.3
2183,2,158.1
2184,2,154.1
2185,1,158.4
2186,2,155.2
2187,1,166.8
2188,2,163.2
2189,2,153.7
2190,1,176.8
2191,2,153.8
2192,1,175.3
2193,2,162.6
2194,1,164.1
2195,2,157.6
2196,1,171.5
2197,2,161
2198,1,174.9
2199,2,156.4
2200,1,164.4
2201,2,160.4
2202,1,175.7
2203,2,160.5
2204,1,169.8
2205,2,164
2206,1,176.2
2207,2,154.9
2208,1,183
2209,2,166.3
2210,1,170.8
2211,2,164.1
2212,2,147.8
2213,1,165.4
2214,2,163.4
2215,1,165.4
2216,2,149.7
2217,1,176.4
2218,2,162.2
2219,1,172.6
2220,2,160.2
2221,1,171.2
2222,2,167.3
2223,2,173.2
2224,1,165.7
2225,2,164.8
2226,1,171.5
2227,1,171.4
2228,2,164.7
2229,1,165.4
2230,2,156.7
2231,1,164.9
2232,2,146.7
2233,1,158
2234,2,157.4
2235,1,173.3
2236,2,146
2237,2,149.7
2238,1,160.3
2239,2,161.4
2240,2,152.8
2241,2,169.8
2242,1,169.5
2243,2,154.7
2244,1,164.8
2245,1,174.5
2246,2,156.8
2247,2,159.6
2248,1,167.6
2249,1,168.2
2250,1,156.3
2251,2,154.6
2252,1,166.5
2253,2,153.2
2254,1,168.2
2255,2,150.7
2256,1,172.7
2257,2,152.9
2258,1,170.3
2259,1,165.1
2260,2,150.4
2261,1,164.5
2262,2,153
2263,1,162.2
2264,1,176.4
2265,1,181.4
2266,1,169.4
2267,2,156.8
2268,1,170
2269,2,158.5
2270,1,179.9
2271,2,160.4
2272,1,173.4
2273,2,161.5
2274,2,153.9
2275,1,170.7
2276,2,152.3
2277,1,168.1
2278,2,150.1
2279,2,170.8
2280,2,159.5
2281,1,172
2282,2,161.1
2283,2,150.5
2284,2,156.5
2285,1,168.7
2286,2,164.9
2287,1,162.1
2288,2,154.9
2289,1,165.2
2290,1,173.4
2291,1,183.3
2292,1,163.4
2293,2,157.1
2294,2,160.2
2295,1,163.8
2296,2,163.9
2297,2,152.1
2298,1,165.4
2299,2,156.7
2300,2,152.7
2301,1,171.1
2302,2,159.3
2303,2,151.7
2304,1,165.7
2305,2,147.9
2306,1,166.9
2307,2,157.9
2308,2,163
2309,1,174.7
2310,1,159.3
2311,2,169.4
2312,2,153.6
2313,1,176.9
2314,1,166.5
2315,2,170
2316,2,145.8
2317,2,155.5
2318,2,147
2319,1,172.4
2320,2,155
2321,1,166.4
2322,2,152.5
2323,2,160.6
2324,2,161.5
2325,1,181.9
2326,2,148.7
2327,1,174.7
2328,2,162.5
2329,1,157.4
2330,2,154
2331,1,178
2332,2,145
2333,1,162.2
2334,1,151.9
2335,2,150.4
2336,1,167.8
2337,1,167.9
2338,2,151.4
2339,1,155.4
2340,2,147.6
2341,1,160.1
2342,2,155.8
2343,1,175.6
2344,2,157.5
2345,1,180.2
2346,2,162
2347,1,160.4
2348,2,153.3
2349,1,164.6
2350,2,147.8
2351,1,167.2
2352,2,151.6
2353,2,162.7
2354,2,158.3
2355,1,173.3
2356,1,164.2
2357,2,157.9
2358,1,171.5
2359,2,160.5
2360,2,151.1
2361,1,170.5
2362,2,162.8
2363,2,151.6
2364,2,143.3
2365,2,152.5
2366,1,167.6
2367,2,151.3
2368,1,167.8
2369,2,155.6
2370,2,144.6
2371,1,173.2
2372,2,165.2
2373,1,172
2374,2,171.4
2375,2,160.2
2376,1,171.7
2377,2,150.4
2378,1,174.2
2379,2,158.9
2380,1,175.4
2381,2,172.4
2382,1,166.1
2383,2,159.6
2384,1,162.3
2385,2,157.3
2386,2,151.5
2387,1,170.6
2388,2,164.2
2389,2,157.3
2390,2,154.5
2391,1,171.7
2392,2,157.4
2393,1,163.4
2394,2,148.7
2395,1,173
2396,2,155.1
2397,2,168.5
2398,1,165.7
2399,2,162.3
2400,1,173.4
2401,2,157.6
2402,1,170
2403,2,165.6
2404,1,159.2
2405,2,161.4
2406,1,168.5
2407,2,155.1
2408,1,154.3
2409,2,155.3
2410,1,169
2411,2,154.7
2412,1,171.6
2413,2,147.8
2414,1,164.3
2415,2,155
2416,1,170.1
2417,2,150.4
2418,1,155
2419,1,166.4
2420,2,158.7
2421,1,168.2
2422,2,151.8
2423,1,173.4
2424,2,161.3
2425,1,177.3
2426,2,153.5
2427,1,171.2
2428,2,151.1
2429,1,176.3
2430,1,161.5
2431,2,155.2
2432,2,149.9
2433,2,165
2434,2,162.4
2435,1,162.3
2436,2,148.8
2437,2,160.5
2438,1,167.8
2439,1,168.7
2440,2,153.2
2441,1,165.4
2442,2,157.8
2443,1,168.2
2444,2,143.4
2445,2,155.1
2446,2,148.6
2447,1,171.6
2448,2,150.7
2449,1,161.7
2450,1,178.6
2451,2,151.3
2452,1,170.4
2453,2,147.8
2454,2,163.3
2455,2,154.4
2456,1,170.1
2457,2,148.9
2458,2,150.2
2459,2,152.7
2460,2,157.3
2461,1,159.8
2462,2,152.6
2463,2,153.4
2464,1,156.2
2465,2,153.2
2466,1,158.5
2467,2,153.8
2468,1,169.7
2469,2,149
2470,2,154.8
2471,2,162.9
2472,1,172.4
2473,2,158.4
2474,1,162.1
2475,2,152.8
2476,1,169.3
2477,2,153.8
2478,2,161.4
2479,1,171.3
2480,1,171.5
2481,2,166.5
2482,2,156.5
2483,1,170.6
2484,2,157
2485,1,175.1
2486,2,151.9
2487,1,167.5
2488,2,149.9
2489,2,151.7
2490,2,161.7
2491,2,152.6
2492,1,170.5
2493,2,154
2494,1,175.6
2495,2,165
2496,2,156.1
2497,1,169.5
2498,2,162.1
2499,1,169.8
2500,2,160.4
2501,1,171.7
2502,2,157.6
2503,1,166.7
2504,2,147.5
2505,1,154.3
2506,2,149.1
2507,2,152.5
2508,1,175.2
2509,1,160.9
2510,2,152.5
2511,2,160.1
2512,1,172.4
2513,2,142.6
2514,1,170
2515,2,155.2
2516,1,163.8
2517,1,166.8
2518,2,159.5
2519,1,171.7
2520,2,147.8
2521,1,164.4
2522,2,154.5
2523,1,174.8
2524,2,163.2
2525,1,169.6
2526,2,153.5
2527,1,174.2
2528,2,165
2529,1,173.3
2530,2,163.2
2531,1,168.8
2532,2,154.9
2533,1,172
2534,2,155.2
2535,1,173.2
2536,2,160.3
2537,1,171.6
2538,2,158.1
2539,2,164.1
2540,1,161.7
2541,2,154.9
2542,1,176
2543,2,153.3
2544,1,167.2
2545,2,159.4
2546,1,167.2
2547,2,157.6
2548,2,160
2549,1,181.6
2550,1,175.6
2551,1,168.2
2552,2,160.7
2553,1,166.2
2554,1,169.6
2555,1,169.6
2556,2,154.1
2557,1,173.1
2558,2,163.4
2559,1,168.9
2560,2,159.1
2561,1,180.9
2562,2,166.8
2563,1,168
2564,2,168
2565,1,171.5
2566,2,158.7
2567,2,157.2
2568,1,162.3
2569,2,155.2
2570,1,176.5
2571,2,160.3
2572,1,172.2
2573,1,170.2
2574,1,170
2575,2,164.3
2576,2,166.4
2577,1,171.2
2578,2,162.3
2579,2,160.2
2580,2,158.7
2581,1,162
2582,2,164.3
2583,1,173.4
2584,2,156.6
2585,1,171
2586,1,166.7
2587,1,176.8
2588,2,159.3
2589,2,168.1
2590,1,168.6
2591,2,161.2
2592,2,160.4
2593,2,163.8
2594,2,159.9
2595,1,171.9
2596,1,178.9
2597,2,165.1
2598,2,158
2599,2,149.3
2600,2,152.4
2601,1,175.1
2602,2,151.8
2603,1,158.7
2604,2,154.2
2605,1,167.4
2606,1,171
2607,2,161
2608,2,158.5
2609,1,158
2610,2,145.6
2611,1,168.5
2612,2,157.5
2613,1,171.1
2614,1,164.7
2615,2,152.1
2616,1,169.9
2617,1,159.9
2618,2,158.4
2619,1,166.8
2620,2,162.3
2621,2,165.8
2622,2,164.3
2623,2,151.1
2624,1,162.8
2625,1,168
2626,2,160.3
2627,2,150.6
2628,2,152
2629,2,158.5
2630,1,171.6
2631,2,158.8
2632,1,174
2633,2,156
2634,1,175.9
2635,2,153.5
2636,1,163.8
2637,2,153.1
2638,1,164.3
2639,2,152.9
2640,1,173.6
2641,2,154.5
2642,2,160.4
2643,2,151.9
2644,2,154.2
2645,2,161.3
2646,1,171.1
2647,2,156
2648,1,168
2649,2,157.8
2650,1,172.7
2651,2,155.4
2652,1,168.1
2653,2,165.5
2654,1,169.7
2655,2,157.3
2656,1,173
2657,2,160.7
2658,1,178.4
2659,1,177.8
2660,2,154.7
2661,1,161
2662,2,155.7
2663,2,155.7
2664,2,145.8
2665,2,143.3
2666,1,171.8
2667,2,158.7
2668,1,160
2669,2,160.7
2670,1,169.3
2671,2,147.4
2672,2,150.9
2673,2,158
2674,1,164.6
2675,2,154.8
2676,1,176.8
2677,2,161.8
2678,1,169.6
2679,2,155.7
2680,1,176
2681,1,178.2
2682,2,152.1
2683,1,172.5
2684,2,157.1
2685,1,170.6
2686,2,161
2687,1,173.3
2688,2,166.7
2689,1,172.8
2690,2,154.6
2691,2,157.6
2692,2,150
2693,1,166.7
2694,2,154.2
2695,1,172.9
2696,2,151.7
2697,1,167.2
2698,2,152.8
2699,1,165.5
2700,2,159
2701,2,146.7
2702,1,168.7
2703,1,169.8
2704,2,151.3
2705,1,169.3
2706,2,157.5
2707,2,148.3
2708,1,166.8
2709,1,160.7
2710,1,175.5
2711,2,154.1
2712,2,162.2
2713,1,161.5
2714,2,154.7
2715,1,165.7
2716,2,160
2717,1,172
2718,2,165.5
2719,2,162.2
2720,1,170.2
2721,2,153
2722,2,158.9
2723,1,176.9
2724,2,158.4
2725,1,171.5
2726,2,150.7
2727,2,148.5
2728,1,164.9
2729,1,169.8
2730,2,149.6
2731,1,164.1
2732,2,154.2
2733,1,173.9
2734,2,158.8
2735,1,171.1
2736,2,157.8
2737,1,172.2
2738,2,152.2
2739,1,169.4
2740,2,150.9
2741,2,159.7
2742,2,160.2
2743,2,156.8
2744,2,151.5
2745,2,155.9
2746,1,165
2747,2,145.1
2748,1,173.9
2749,2,164
2750,1,174.2
2751,2,161.7
2752,1,171.1
2753,2,159.1
2754,1,171.9
2755,1,167.9
2756,1,157.5
2757,2,155.7
2758,1,160.5
2759,2,151.8
2760,1,164.9
2761,2,156.4
2762,1,156.3
2763,2,155.6
2764,2,153.2
2765,2,162.5
2766,2,165.1
2767,2,161.6
2768,1,176.4
2769,2,166.1
2770,2,168.6
2771,1,181.2
2772,1,174.9
2773,1,157
2774,2,152.6
2775,2,157.1
2776,1,174
2777,1,166.1
2778,2,160.9
2779,1,184.1
2780,2,165.4
2781,1,171.5
2782,2,160.8
2783,1,165.2
2784,2,153
2785,1,178.9
2786,1,171.2
2787,2,155.5
2788,2,148.7
2789,2,157.7
2790,1,171.2
2791,1,167
2792,2,152.9
2793,1,168
2794,2,151.7
2795,1,171
2796,2,156.5
2797,2,161.8
2798,2,161
2799,1,168.1
2800,2,153.4
2801,1,172
2802,2,159
2803,2,161
2804,2,157.3
2805,2,162.8
2806,1,169.2
2807,2,160.6
2808,2,159
2809,1,170.4
2810,2,155.1
2811,2,171.8
2812,2,168.7
2813,1,167.8
2814,2,156.8
2815,2,158
2816,1,172.4
2817,2,154.8
2818,2,152.4
2819,2,157.5
2820,1,170.1
2821,2,157.7
2822,1,160.6
2823,2,156.9
2824,1,166
2825,2,152.9
2826,1,161.7
2827,2,154
2828,1,170.1
2829,2,154.2
2830,1,173
2831,2,159.9
2832,1,169
2833,1,159.6
2834,1,179
2835,2,155.8
2836,2,158.8
2837,2,161
2838,2,156.6
2839,2,153.2
2840,2,160
2841,1,166.5
2842,2,149.5
2843,1,169.3
2844,2,158.9
2845,1,171.6
2846,2,162.4
2847,2,169.5
2848,1,173.5
2849,1,167.6
2850,2,150.7
2851,2,151.9
2852,1,182.1
2853,2,150.6
2854,1,170.1
2855,2,156.4
2856,1,159.1
2857,2,157.6
2858,1,165.7
2859,2,164.8
2860,2,168.5
2861,1,171.4
2862,2,161
2863,1,160
2864,2,157.2
2865,1,183.9
2866,2,159.6
2867,1,165.8
2868,2,170.5
2869,1,180.4
2870,2,161.9
2871,2,169.2
2872,2,156.4
2873,1,180.5
2874,1,174.2
2875,2,167.2
2876,1,179.7
2877,2,163.9
2878,1,191
2879,1,175
2880,2,151.5
2881,1,167.2
2882,2,152
2883,2,154
2884,1,160
2885,1,177.7
2886,2,159.3
2887,1,165
2888,2,155.5
2889,1,164.4
2890,2,166.7
2891,1,153.1
2892,2,163.4
2893,1,165
2894,1,172.2
2895,2,160.3
2896,1,177.1
2897,2,152.1
2898,1,167.1
2899,2,165
2900,2,158.1
2901,1,176.7
2902,2,141.8
2903,1,177.4
2904,1,179.5
2905,2,156.3
2906,2,167.7
2907,1,164.4
2908,2,154.6
2909,1,166.9
2910,2,157
2911,1,177.1
2912,2,163.4
2913,1,172.6
2914,2,160.2
2915,2,159.7
2916,2,154
2917,2,154
2918,1,157.3
2919,2,163.4
2920,1,184.8
2921,1,176.4
2922,2,161.2
2923,1,175
2924,2,159.9
2925,1,181
2926,2,158
2927,1,167.7
2928,2,162.2
2929,1,182.8
2930,2,165.9
2931,2,153.8
2932,2,158.4
2933,2,158
2934,1,177.9
2935,2,163.5
2936,1,172.6
2937,2,158
2938,1,171.3
2939,2,163.7
2940,1,179.9
2941,2,170.9
2942,1,172.9
2943,1,180
2944,1,163.5
2945,2,150.5
2946,1,172.4
2947,2,162
2948,2,161
2949,1,164
2950,2,158.5
2951,2,152.7
2952,1,160.3
2953,2,153.6
2954,1,164.5
2955,1,173.2
2956,2,156.3
2957,2,153.5
2958,1,160.6
2959,2,157.3
2960,2,159
2961,1,171.1
2962,2,162.3
2963,1,175.6
2964,2,164
2965,1,168.5
2966,1,173.9
2967,1,162.2
2968,2,167.4
2969,1,165.9
2970,2,167.1
2971,1,177.6
2972,2,160.3
2973,1,164.6
2974,2,157.5
2975,2,158.2
2976,1,171.5
2977,1,173
2978,2,157.8
2979,1,175.8
2980,1,178.1
2981,2,146.9
2982,1,174.6
2983,1,165.6
2984,2,155.9
2985,2,160.9
2986,1,177.1
2987,1,166.5
2988,2,163.3
2989,2,144.2
2990,1,167.8
2991,2,153.8
2992,2,158.9
2993,1,178.5
2994,2,159.1
2995,1,168.3
2996,2,152.6
2997,1,169.3
2998,2,160.8
2999,2,145.2
3000,1,166.8
3001,2,154.3
3002,2,154.3
3003,1,174.3
3004,2,157.5
3005,2,171.3
3006,1,168.2
3007,2,153.8
3008,1,168
3009,2,164.4
3010,1,164.5
3011,2,161
3012,2,159.9
3013,1,166.1
3014,2,154.4
3015,2,158.7
3016,1,169.1
3017,1,168.6
3018,2,155.9
3019,2,157.6
3020,1,170.6
3021,1,163.5
3022,2,161.4
3023,2,156.6
3024,2,153.9
3025,1,158.3
3026,2,154.9
3027,1,175.6
3028,1,174.1
3029,2,156.5
3030,1,180.1
3031,1,167.7
3032,2,160.1
3033,1,168.7
3034,2,166.9
3035,1,169.7
3036,2,164.9
3037,1,174.1
3038,2,161.9
3039,2,163.5
3040,1,177.7
3041,2,160.6
3042,1,148
3043,1,169.8
3044,2,159.7
3045,1,167
3046,2,160.9
3047,2,161.3
3048,1,171.3
3049,1,168.8
3050,2,163.3
3051,1,166.6
3052,2,150.2
3053,2,157
3054,2,160.1
3055,2,156
3056,1,168.8
3057,2,162.2
3058,1,160.4
3059,2,151.4
3060,1,168.8
3061,2,164.5
3062,1,160.5
3063,2,158.5
3064,1,172.8
3065,2,154.8
3066,1,167.8
3067,2,152.5
3068,1,171.4
3069,1,176.9
3070,2,153.4
3071,1,167.8
3072,2,152.2
3073,2,153.4
3074,2,159.4
3075,1,171.7
3076,2,156.9
3077,2,155.8
3078,1,163
3079,2,165.8
3080,1,168.3
3081,2,157.8
3082,1,173.9
3083,1,183.4
3084,2,161.8
3085,1,170.4
3086,2,162.4
3087,1,176.9
3088,2,164.1
3089,1,166.5
3090,2,153.9
3091,2,162.8
3092,1,170
3093,1,166.5
3094,1,165.7
3095,2,159.6
3096,2,145.1
3097,1,164.4
3098,2,159.8
3099,1,166.5
3100,2,151
3101,2,146.8
3102,1,163.8
3103,2,161.6
3104,2,160.5
3105,1,178.4
3106,2,158.2
3107,1,178.2
3108,1,171.7
3109,2,148.5
3110,1,176.8
3111,1,166.2
3112,2,154.2
3113,1,154
3114,2,153.7
3115,2,159
3116,1,180
3117,2,160
3118,1,172.5
3119,2,161
3120,1,179.9
3121,2,157.1
3122,1,176.7
3123,2,152.1
3124,1,165.3
3125,2,164
3126,1,165.8
3127,2,154.7
3128,1,178.4
3129,2,161.2
3130,2,161
3131,1,174.5
3132,2,157.6
3133,1,153.1
3134,2,162
3135,1,164.9
3136,2,156.8
3137,1,175.8
3138,2,152.7
3139,1,164.8
3140,1,178.7
3141,2,151.1
3142,1,183
3143,2,164
3144,1,166.6
3145,2,155.4
3146,1,159.5
3147,2,154.9
3148,1,171.7
3149,2,148.7
3150,1,171.4
3151,1,177.5
3152,1,179.8
3153,2,161.5
3154,2,159.3
3155,1,163.1
3156,2,156
3157,1,170.4
3158,2,151.7
3159,1,173.2
3160,2,152.5
3161,2,149.7
3162,1,169
3163,2,165.2
3164,1,166.6
3165,2,164.8
3166,1,170.8
3167,1,164.5
3168,2,160.4
3169,2,155.3
3170,1,177.8
3171,1,172.9
3172,2,164.4
3173,1,173.9
3174,2,154.5
3175,1,176.8
3176,2,154
3177,1,181.7
3178,2,157.2
3179,2,154.6
3180,1,156.8
3181,2,153.1
3182,1,168.8
3183,2,154.9
3184,2,158.9
3185,1,163.7
3186,2,152.8
3187,2,155.7
3188,2,161.7
3189,1,174.3
3190,2,160.4
3191,2,149.3
3192,1,159.2
3193,2,161.2
3194,2,152.8
3195,1,174.4
3196,2,160.9
3197,1,178.6
3198,2,160.9
3199,1,179.8
3200,2,158.4
3201,1,172.7
3202,2,151.1
3203,1,171.6
3204,2,149.3
3205,2,160.4
3206,2,165.8
3207,2,157
3208,1,165.9
3209,2,164.6
3210,1,169.9
3211,2,157.1
3212,2,158.1
3213,1,176.8
3214,2,162.5
3215,1,189.4
3216,1,175
3217,2,161.2
3218,1,173.5
3219,2,151.8
3220,2,159.8
3221,2,155.1
3222,1,169.1
3223,2,151.7
3224,1,160.8
3225,2,152.6
3226,2,156.1
3227,2,156.8
3228,2,157.1
3229,1,178.7
3230,2,145.9
3231,1,167.5
3232,2,156.8
3233,2,168.8
3234,1,172.7
3235,2,160.9
3236,1,160.5
3237,2,159.2
3238,1,172.1
3239,2,152.5
3240,1,163.1
3241,2,157.4
3242,1,170
3243,2,152
3244,1,168
3245,2,156.5
3246,1,165.7
3247,2,148.4
3248,1,158.2
3249,2,150.5
3250,2,157.4
3251,1,159.5
3252,2,138.8
3253,1,168
3254,1,159.2
3255,2,155.7
3256,2,167.8
3257,1,169.6
3258,2,149.8
3259,1,169.8
3260,2,160
3261,2,152.2
3262,1,168.6
3263,2,153.9
3264,1,175.8
3265,2,154.7
3266,2,148.9
3267,1,175.8
3268,2,152.8
3269,1,172.9
3270,2,158.1
3271,1,177.7
3272,2,160.4
3273,1,164.1
3274,2,157.9
3275,1,170.2
3276,2,159.2
3277,2,159.1
3278,1,161.3
3279,1,163.4
3280,2,147.6
3281,2,157
3282,2,153.8
3283,1,171.4
3284,2,157
3285,1,166.3
3286,2,164.5
3287,2,142.8
3288,1,165.1
3289,2,158.9
3290,2,159.9
3291,2,167.3
3292,1,179.8
3293,2,152.8
3294,2,165.1
3295,1,182.7
3296,1,173.6
3297,2,149.7
3298,2,146.3
3299,1,156.6
3300,1,164.7
3301,2,156.7
